,Country,GDP per capita,Móvil,Internet,Banda Ancha,Year
14635,Albania,4124.05538986272,116.7444442,59.6,9.228640975,2016
14636,Andorra,37475.6350587526,98.49282637,,42.03267915,2016
14637,Arab World,5969.61659266763,103.1907993,42.91423104,5.54587906430895,2016
14638,United Arab Emirates,38141.8671313451,212.6389865,90.60000732,13.86163628,2016
14639,Argentina,12790.2424732447,146.4538276,70.96898082,16.66727115,2016
14640,Armenia,3591.82805221639,116.9754675,64.34602977,10.18921762,2016
14641,American Samoa,12038.2496994923,,,,2016
14642,Antigua and Barbuda,15198.7429664112,190.4217843,73.0,9.7972008,2016
14643,Australia,49881.7637140466,109.4312952,86.54,30.39231558,2016
14644,Austria,45276.8314351693,126.6614696,84.32374257,28.84661223,2016
14645,Azerbaijan,3880.73873089556,104.6523726,78.2,18.52561662,2016
14646,Burundi,260.56522079627,51.08522649,2.4,0.030940137,2016
14647,Belgium,41984.1030335609,110.5368746,86.51647666,37.60922178,2016
14648,Benin,1087.28733148547,81.7921125,11.99,0.20509447,2016
14649,Burkina Faso,688.250696258197,82.61152567,9.0,0.066415118,2016
14650,Bangladesh,1401.56463513179,86.07690632,9.2,4.173005954,2016
14651,Bulgaria,7569.47881476759,125.4743844,59.82554766,23.73603406,2016
14652,Bahrain,22608.4525623673,210.0492218,97.9999807,16.29866067,2016
14653,"Bahamas, The",31732.9191396131,95.30865504,80.0,22.52480618,2016
14654,Bosnia and Herzegovina,4994.97155093444,100.5249735,60.25653543,19.56337748,2016
14655,Belarus,5039.68188628499,121.112623,71.11304576,32.47559748,2016
14656,Belize,4856.97324853112,60.51248643,44.57574032,4.987513572,2016
14657,Bermuda,106885.878489327,100.8348853,98.0,35.97897794,2016
14658,Bolivia,3076.65643989367,91.60973889,39.6975146,2.606905809,2016
14659,Brazil,8710.06328995352,118.3855945,60.87254007,13.02890048,2016
14660,Barbados,16900.0482858522,116.2395555,79.54939789,30.4017551,2016
14661,Brunei Darussalam,27158.4056535724,124.6910434,90.0,8.604097189,2016
14662,Bhutan,2930.5749227006,94.79644581,41.77264453,2.23820021,2016
14663,Botswana,6982.91749241303,152.2730166,39.36299738,2.734212777,2016
14664,Central African Republic,402.191645130502,27.51062987,4.0,0.016219721,2016
14665,Canada,42315.6037056806,84.5231216,91.16,36.79332821,2016
14666,Central Europe and the Baltics,12829.8963422228,125.8114519,71.34198079,23.3693603964209,2016
14667,Switzerland,83073.2800824812,134.1553264,89.13468774,45.05910977,2016
14668,Channel Islands,,,,,2016
14669,Chile,13753.5921485096,127.972519,83.55858602,15.95128317,2016
14670,China,8094.36336675194,96.52661691,53.2,22.81370164,2016
14671,Cote d'Ivoire,2013.38144761651,115.2314132,41.20781493,0.572478854,2016
14672,Cameroon,1413.2559568153,78.22900593,20.6,1.52458664,2016
14673,"Congo, Dem. Rep.",471.318822463486,36.66662914,6.20997406,0.001269211,2016
14674,"Congo, Rep.",2050.99341477232,108.8938839,8.121949323,,2016
14675,Colombia,5870.77795724165,121.8160055,58.13649357,12.27392136,2016
14676,Comoros,1273.05095200255,57.11331939,7.938322771,0.205381653,2016
14677,Cabo Verde,3130.99875340636,113.331551,50.32281787,2.925937501,2016
14678,Costa Rica,12011.2227544354,170.0362804,65.88044919,13.04433552,2016
14679,Caribbean small states,9574.22148611917,116.6999501,53.47842647,13.3691438093376,2016
14680,Cuba,8060.79659761513,35.18185629,42.97867519,0.127285996,2016
14681,Curacao,19555.3658492891,115.8905198,61.85551074,26.5212478,2016
14682,Cayman Islands,78471.6287315261,152.8808196,79.0,39.21270917,2016
14683,Cyprus,24605.9208328767,132.6368741,75.9002054,32.57873187,2016
14684,Czech Republic,18575.2320271915,117.5742832,76.4811987,28.91055035,2016
14685,Germany,42107.5172703074,125.8854564,84.16520664,38.76437445,2016
14686,Djibouti,2802.16620395446,37.15870638,30.8,2.61270977,2016
14687,Dominica,8080.96862341186,110.008835,67.03,21.71876534,2016
14688,Denmark,54663.9983719195,122.300966,96.96778525,43.09670097,2016
14689,Dominican Republic,7280.88361041225,83.75022036,63.87086474,7.321349897,2016
14690,Algeria,3946.45244712537,116.0042077,42.94552688,7.051711073,2016
14691,East Asia & Pacific (excluding high income),6575.514120343,107.4058372,49.01881924,16.9805127357596,2016
14692,Early-demographic dividend,3257.3919152248,95.31298781,26.10484117,3.49012677104649,2016
14693,East Asia & Pacific,9845.91417467033,109.7705476,53.76899407,18.6158425434135,2016
14694,Europe & Central Asia (excluding high income),7189.2864598437,126.7884169,62.43562683,15.5716345291605,2016
14695,Europe & Central Asia,22446.1687503424,124.1611486,72.411897,25.7440481243778,2016
14696,Ecuador,6060.09296156791,84.18035505,54.06292473,9.760321861,2016
14697,"Egypt, Arab Rep.",3519.8732398108,103.540997,41.24806709,4.731924302,2016
14698,Euro area,35139.8235851443,121.2800147,77.96842653,34.8186890683153,2016
14699,Eritrea,,14.9856792,1.17711872,0.01776958,2016
14700,Spain,26505.3432155204,110.480234,80.56133294,30.26250082,2016
14701,Estonia,18282.9233927131,144.1630523,87.24023275,31.48308786,2016
14702,Ethiopia,717.124869806118,49.44236323,15.36692386,0.539557259,2016
14703,European Union,31168.4360442414,122.1450363,76.89717496,32.5528426981325,2016
14704,Fragile and conflict affected situations,1656.73597085818,69.06376499,19.01288547,1.00494184934715,2016
14705,Finland,43784.2839622098,131.3291545,87.70364996,31.1402214,2016
14706,Fiji,5651.27272132772,119.7485325,46.50697831,1.413573376,2016
14707,France,37037.3741861219,104.4897355,79.26981132,42.80350858,2016
14708,Faroe Islands,56854.102653706,113.1069271,95.10868167,37.30928113,2016
14709,"Micronesia, Fed. Sts.",3014.70035839042,21.24211768,33.35216255,2.875289207,2016
14710,Gabon,6984.41971208387,147.543495,48.05227375,0.747955672,2016
14711,United Kingdom,41499.5557033073,119.0555562,94.77580063,38.42293963,2016
14712,Georgia,4062.16988757379,137.7647586,58.45928961,16.9604403,2016
14713,Ghana,1971.95693464599,134.4889824,28.0,0.304038225,2016
14714,Gibraltar,,121.9314106,94.44447158,48.62317337,2016
14715,Guinea,732.291511901662,94.64639604,9.8,0.00937093,2016
14716,"Gambia, The",690.780493152792,132.0589763,25.0,0.174488725,2016
14717,Guinea-Bissau,661.457838679603,72.13911508,17.0,0.049707199,2016
14718,Equatorial Guinea,9250.31649333951,47.37158281,,0.278312678,2016
14719,Greece,17911.7993774946,118.122548,69.08791547,34.0552614,2016
14720,Grenada,9628.2591689029,107.9012525,55.85640782,18.88337672,2016
14721,Greenland,48181.874188064,,68.50087368,,2016
14722,Guatemala,4173.30166619474,110.1395181,34.50932609,3.05130363,2016
14723,Guam,36214.0069224538,,77.00999989,,2016
14724,Guyana,5811.39792362577,75.79508095,35.66,7.41578598,2016
14725,High income,41112.5094026206,124.7535967,84.26329054,32.2388739320227,2016
14726,"Hong Kong SAR, China",43731.1068245299,242.7675438,87.47941467,36.25336886,2016
14727,Honduras,2326.29727827042,84.48900013,29.5,2.377207133,2016
14728,Heavily indebted poor countries (HIPC),905.343771056251,65.9713315,13.95723044,0.387403132063988,2016
14729,Croatia,12527.7398569824,104.888678,72.69726967,24.80146614,2016
14730,Haiti,1290.38050812318,60.0002583,12.23260161,0.012435459,2016
14731,Hungary,13107.3779137744,102.0406696,79.25941213,28.85809714,2016
14732,IBRD only,5526.65388488584,104.7313626,42.18583819,11.2660086007637,2016
14733,IDA & IBRD total,4461.24653004746,97.00543674,36.11656449,8.74120241033724,2016
14734,IDA total,1253.71443621009,73.57930551,16.41875031,1.09571531970082,2016
14735,IDA blend,1795.21245064459,75.80386308,20.29370308,1.18297119327181,2016
14736,Indonesia,3562.81633352183,147.4150225,25.4473537,1.998572155,2016
14737,IDA only,979.687544781209,72.45243207,14.13770365,1.05162508296053,2016
14738,Isle of Man,82197.12677026,,,,2016
14739,India,1732.55424231659,85.14868348,16.5,1.408310236,2016
14740,Not classified,,,,,2016
14741,Ireland,62818.9663649805,103.8191107,83.5,28.96652504,2016
14742,"Iran, Islamic Rep.",5253.42656033356,101.2018754,53.22677167,9.562818677,2016
14743,Iraq,4550.65863784829,91.35870695,36.7,,2016
14744,Iceland,61987.9263620283,120.8927593,98.2400163,38.53723292,2016
14745,Israel,37330.261796968,130.3492361,79.65312418,27.84565516,2016
14746,Italy,30939.7142462298,141.6939815,61.32425277,25.65528181,2016
14747,Jamaica,4843.74989999401,112.4252814,44.36685637,9.843247417,2016
14748,Jordan,4175.35660192301,102.7648325,62.30219257,3.111943687,2016
14749,Japan,39400.7393559257,130.5952482,93.18272128,31.15573635,2016
14750,Kazakhstan,7714.84184376024,143.2053265,74.58772647,13.17880684,2016
14751,Kenya,1525.23519224992,79.47190398,16.6,0.270535882,2016
14752,Kyrgyz Republic,1120.66651300848,125.3393872,37.0,3.965424993,2016
14753,Cambodia,1269.59149895246,126.3169742,32.39845171,0.619302243,2016
14754,Kiribati,1584.73801506175,46.21236358,13.7,0.097756923,2016
14755,St. Kitts and Nevis,19541.1278329793,148.3447942,76.81767491,27.46343826,2016
14756,"Korea, Rep.",29288.8704389833,120.2263275,92.84302568,40.31833895,2016
14757,Kuwait,27653.1576200281,193.571063,78.36738376,2.562375612,2016
14758,Latin America & Caribbean (excluding high income),7930.90191487956,109.9075793,56.18860015,11.177294835252,2016
14759,Lao PDR,2324.40091700425,57.82353269,21.87,0.356800314,2016
14760,Lebanon,7653.73362998424,63.70068515,76.11,,2016
14761,Liberia,740.914906030102,67.95610958,15.7,0.174414029,2016
14762,Libya,4035.19680169994,117.9894772,20.27215956,2.60190673,2016
14763,St. Lucia,10362.3516588778,98.12469449,46.72907806,16.5455717,2016
14764,Latin America & Caribbean,8352.05622272614,109.8810678,57.22917144,11.3772713440125,2016
14765,Least developed countries: UN classification,971.75050900574,67.58211069,12.48254099,0.933135231572708,2016
14766,Low income,646.104636089322,53.422335,11.3628722,0.4027879132312,2016
14767,Liechtenstein,165642.386275555,117.6323756,98.09390389,42.31504594,2016
14768,Sri Lanka,3886.29150165239,122.7200854,15.1,4.244216462,2016
14769,Lower middle income,2139.53953275038,94.92950049,22.80783723,2.37594398248658,2016
14770,Low & middle income,4339.34795111054,96.16658223,35.71298228,8.61387049881764,2016
14771,Lesotho,1018.93109291945,110.0185058,32.45385695,0.107468326,2016
14772,Late-demographic dividend,8156.79115842886,109.9803145,56.72164005,19.2870574490064,2016
14773,Lithuania,14998.1250595137,145.513378,74.37664556,29.68486173,2016
14774,Luxembourg,106826.726448542,131.8915037,98.13669867,35.06173351,2016
14775,Latvia,14322.0226779514,134.240928,79.84209778,26.29605129,2016
14776,"Macao SAR, China",73545.758237307,321.4517424,81.64298546,29.03860087,2016
14777,St. Martin (French part),,,,,2016
14778,Morocco,2896.72219562665,118.1848162,58.27123642,3.574041694,2016
14779,Monaco,170028.655717864,87.46256895,95.20817797,48.89414237,2016
14780,Moldova,2880.43928129296,93.17465849,70.99999911,13.70884816,2016
14781,Madagascar,475.955556826336,32.12876245,4.713662899,0.10598782,2016
14782,Maldives,9209.44356385479,170.7902219,59.09258997,6.163672,2016
14783,Middle East & North Africa,7161.03313706404,108.5206058,49.82560002,7.67143975588094,2016
14784,Mexico,8744.51555912786,90.59237542,59.540446,12.91132337,2016
14785,Marshall Islands,3490.99838885713,,29.78777936,1.732051615,2016
14786,Middle income,4733.85135327723,100.712383,37.93824916,9.44668475598559,2016
14787,North Macedonia,5149.58907435906,98.54624045,72.15681447,18.33628661,2016
14788,Mali,780.723569528087,112.5365904,11.11218649,0.119362489,2016
14789,Malta,25741.4460613677,134.252242,78.0751488,39.27176752,2016
14790,Myanmar,1136.61066545868,95.3647362,,0.169074673,2016
14791,Middle East & North Africa (excluding high income),3791.3026224359,99.90024304,44.77490781,5.78479289367672,2016
14792,Montenegro,7028.93657685094,165.9184968,69.88164684,18.30935619,2016
14793,Mongolia,3658.39030030916,110.1823278,22.2657705,7.399216847,2016
14794,Northern Mariana Islands,21891.1847936355,,,,2016
14795,Mozambique,428.926672944529,53.99077066,7.0,0.167441983,2016
14796,Mauritania,1536.85488788877,86.80541261,18.0,0.267585246,2016
14797,Mauritius,9681.61856689674,143.755473,52.19132594,16.84807804,2016
14798,Malawi,315.777987100071,41.72202909,8.0,0.050519431,2016
14799,Malaysia,9817.78709031009,141.6489819,78.78830993,8.860455132,2016
14800,North America,56451.5175005901,118.7373168,86.11499711,33.1393007499642,2016
14801,Namibia,4546.98668754958,112.803281,31.03334594,2.728659855,2016
14802,New Caledonia,32391.1972180394,,,,2016
14803,Niger,500.214911266535,35.94148156,4.32275803,0.03707285,2016
14804,Nigeria,2176.00277201515,82.99740158,25.67,0.058039826,2016
14805,Nicaragua,2107.5740596602,122.8671311,24.57183396,2.808133409,2016
14806,Netherlands,46007.8529206547,123.0177086,90.4109589,42.53368191,2016
14807,Norway,70460.5605323322,109.1149238,97.29820367,40.12560396,2016
14808,Nepal,899.523581017634,117.8146017,19.68876384,0.822288228,2016
14809,Nauru,9521.04210071383,94.51073986,,,2016
14810,New Zealand,40080.4941137172,130.9219373,88.47018635,32.84852868,2016
14811,OECD members,36072.0844579063,117.4717423,79.83996014,29.4350649904629,2016
14812,Oman,16772.7392134801,153.2914555,76.84539047,6.354835519,2016
14813,Other small states,12384.397390261,122.2317996,50.45492321,7.23363386352453,2016
14814,Pakistan,1368.42696140417,67.02750435,12.38544676,1.2219798,2016
14815,Panama,14343.9802572159,127.3636031,54.0,10.64955891,2016
14816,Peru,6204.9964574796,119.4241828,45.46174069,6.857530252,2016
14817,Philippines,3073.65468570946,115.8522806,,2.879936428,2016
14818,Palau,16835.9860029349,,,,2016
14819,Papua New Guinea,2509.62963689931,45.7218184,9.601538462,0.205518486,2016
14820,Poland,12447.4395912808,139.5179369,73.3007041,19.28946685,2016
14821,Pre-demographic dividend,1385.78491841895,69.00012819,17.04056122,0.210725492008952,2016
14822,Puerto Rico,30627.1634017011,99.05733105,68.6438072,20.92064725,2016
14823,"Korea, Dem. People's Rep.",,14.24864759,,,2016
14824,Portugal,19978.401214968,112.0724654,70.42356709,32.69172996,2016
14825,Paraguay,5324.60906777777,110.4988999,53.40412748,3.639195311,2016
14826,West Bank and Gaza,3527.61382413178,80.10067188,59.9,6.917772552,2016
14827,Pacific island small states,3963.69237254896,86.73343508,30.23606451,1.19849809137953,2016
14828,Post-demographic dividend,41442.7623830607,121.5378688,83.18709542,32.9160272919497,2016
14829,French Polynesia,,102.0162069,68.44041949,20.19229719,2016
14830,Qatar,57162.9680117767,137.606042,95.12466217,9.558487237,2016
14831,Romania,9548.58740298268,115.6782699,59.50395129,22.47643939,2016
14832,Russian Federation,8704.89841329594,157.718498,73.09143462,18.94519321,2016
14833,Rwanda,744.760748755977,76.45612537,20.0,0.186145531,2016
14834,South Asia,1652.25180081923,83.64235764,15.40834193,1.63212407778799,2016
14835,Saudi Arabia,19878.7638365016,147.7417643,74.87927469,19.71905451,2016
14836,Sudan,1069.83995681729,69.78439192,14.09999994,0.06619246,2016
14837,Senegal,1269.90329385985,101.2869961,25.66476804,0.655970089,2016
14838,Singapore,56848.1753918367,149.6506495,84.45226789,28.15711098,2016
14839,Solomon Islands,2225.48684209273,67.24999112,11.00090227,0.264594681,2016
14840,Sierra Leone,501.415165523953,85.67897704,11.77318438,,2016
14841,El Salvador,3805.99568574434,151.6211797,28.99707305,6.219290535,2016
14842,San Marino,43828.2324609315,109.1511461,,35.81661891,2016
14843,Somalia,389.822061534188,46.89983586,1.88,0.648543358,2016
14844,Serbia,5765.20076202711,129.1774948,67.05684137,20.60940259,2016
14845,Sub-Saharan Africa (excluding high income),1528.18553526174,73.57402803,18.95527045,0.404582064327984,2016
14846,South Sudan,,24.92495281,6.679728051,0.00138472,2016
14847,Sub-Saharan Africa,1529.43925636502,73.58199252,18.95899878,0.405933035092763,2016
14848,Small states,11350.7256733568,119.0808653,49.75065738,8.01570469522181,2016
14849,Sao Tome and Principe,1700.09799666364,87.60991404,28.0,0.701186358,2016
14850,Suriname,5872.78942866166,142.8391115,45.4,12.6072779,2016
14851,Slovak Republic,16501.0838450986,128.4435529,80.47585728,24.55972553,2016
14852,Slovenia,21663.643413767,115.0200317,75.49850426,28.41197372,2016
14853,Sweden,51965.1571531985,127.5231707,89.65094761,37.41119745,2016
14854,Eswatini,3425.53195692846,89.31801432,,0.62836794,2016
14855,Sint Maarten (Dutch part),31616.6816992667,,,,2016
14856,Seychelles,15068.6203494184,158.6636715,56.51470815,14.66408944,2016
14857,Syrian Arab Republic,707.505266723622,76.43527339,31.86962727,5.780594112,2016
14858,Turks and Caicos Islands,28241.479293178,,,,2016
14859,Chad,693.449767448537,38.35901264,5.0,0.035202031,2016
14860,East Asia & Pacific (IDA & IBRD countries),6648.81244815453,108.5485242,49.01881924,16.9805127357596,2016
14861,Europe & Central Asia (IDA & IBRD countries),7677.40046878136,127.6529814,63.44271614,15.969401144497,2016
14862,Togo,803.1518934041,73.30838776,11.31,0.649311826,2016
14863,Thailand,5993.30551610045,173.5054814,47.50496562,10.46667116,2016
14864,Tajikistan,807.10258610434,108.5001937,20.47,0.069255443,2016
14865,Turkmenistan,6387.68257527254,151.4384088,17.99032446,0.070641823,2016
14866,Latin America & the Caribbean (IDA & IBRD countries),8186.78813467787,111.3187212,57.40455042,11.5111120686813,2016
14867,Timor-Leste,1353.75493422806,122.3766657,25.24624959,0.054293981,2016
14868,Middle East & North Africa (IDA & IBRD countries),3794.44956816618,100.151069,44.58329936,5.76851245747975,2016
14869,Tonga,4157.87724876095,79.10375446,39.95,2.966390792,2016
14870,South Asia (IDA & IBRD),1652.25180081923,83.64235764,15.40834193,1.63212407778799,2016
14871,Sub-Saharan Africa (IDA & IBRD countries),1529.43925636502,73.58199252,18.95899878,0.405933035092763,2016
14872,Trinidad and Tobago,16250.6286879928,157.223424,73.29694122,18.55302128,2016
14873,Tunisia,3924.36334591653,126.3459615,49.59999484,5.664102223,2016
14874,Turkey,10894.6033779275,94.02943867,58.34773401,13.15291498,2016
14875,Tuvalu,3253.89953558627,67.70601336,46.00915151,4.008908686,2016
14876,Tanzania,966.503016569611,75.48495237,13.50423285,0.600336706,2016
14877,Uganda,736.559847412133,57.60142849,,0.232325189,2016
14878,Ukraine,2187.73050991433,133.1689539,53.0009696,12.03425849,2016
14879,Upper middle income,8053.16788417431,108.0228144,56.0148406,18.5289001748271,2016
14880,Uruguay,16715.6334746253,149.4317533,66.4,26.91712257,2016
14881,United States,58021.4004997125,122.5945483,85.54442129,32.72717192,2016
14882,Uzbekistan,2704.67718798168,73.99520784,46.79128694,8.734755262,2016
14883,St. Vincent and the Grenadines,7074.5487647385,102.9143332,55.57,19.97551595,2016
14884,"Venezuela, RB",,92.46141578,,8.756720614,2016
14885,British Virgin Islands,,135.2035428,77.70142968,21.18208142,2016
14886,Virgin Islands (U.S.),35324.9748874586,,59.6083158,,2016
14887,Vietnam,2192.17448247545,128.7907855,53.0,9.716197135,2016
14888,Vanuatu,2805.66532016404,78.54094061,24.0,1.575827255,2016
14889,World,10264.9286617534,100.7199984,43.80466711,12.4311405749647,2016
14890,Samoa,4109.66322774081,77.62510602,29.41173011,1.114966458,2016
14891,Kosovo,3759.56024604446,,,,2016
14892,"Yemen, Rep.",1152.7209657707,60.48634124,24.57920836,1.016699372,2016
14893,South Africa,5756.96574098804,146.6221873,54.0,2.04735491,2016
14894,Zambia,1280.80654257604,73.43823048,,0.194237673,2016
14895,Zimbabwe,1464.58895715841,91.79345804,23.11998904,1.217633426,2016
14896,Aruba,29350.8050189137,,97.17,,2017
14897,Africa Eastern and Southern,1573.06338581001,64.88158725,20.33211897,0.544641692243999,2017
14898,Afghanistan,516.679862210543,65.92913406,,0.025297475,2017
14899,Africa Western and Central,1613.47355303429,84.6725609,24.67624656,0.238495064441612,2017
14900,Angola,4095.8100568707,44.68610714,32.0,0.325048666,2017
14901,Albania,4531.0193737689,125.7103519,62.4,10.52684499,2017
14902,Andorra,38964.904478265,104.3324113,91.56746703,44.52409709,2017
14903,Arab World,5987.3419570748,101.0307466,52.04162801,6.96032913349187,2017
14904,United Arab Emirates,40644.7911901772,208.9785999,94.81992254,29.11110893,2017
14905,Argentina,14613.041824658,140.8771235,74.29490687,17.84999661,2017
14906,Armenia,3914.52785436696,118.4642306,64.74488433,10.7076869,2017
14907,American Samoa,11003.8297642807,,,,2017
14908,Antigua and Barbuda,15383.5763979856,192.819567,,9.431391864,2017
14909,Australia,53934.2501750463,108.4417819,86.54504885,32.22339821,2017
14910,Austria,47312.0062332199,123.1192958,87.93558659,28.47197491,2017
14911,Azerbaijan,4147.08971569171,102.8610548,79.0,18.3357575,2017
14912,Burundi,253.826354063895,54.68367609,2.660748535,0.036150301,2017
14913,Belgium,44089.3100875118,99.45303522,87.67968082,38.34561848,2017
14914,Benin,1136.59387178448,78.50459562,13.3,0.256058103,2017
14915,Burkina Faso,734.996267960528,93.50365342,12.0,0.064402904,2017
14916,Bangladesh,1563.76781861826,94.5264735,10.3,4.571801118,2017
14917,Bulgaria,8366.29322145748,120.1404474,63.41010138,25.29667253,2017
14918,Bahrain,23742.9373424159,158.2568089,95.87813575,12.99552365,2017
14919,"Bahamas, The",32376.5091722572,92.60913413,85.0,22.75490825,2017
14920,Bosnia and Herzegovina,5394.26894391382,102.6423792,64.89202051,20.89636807,2017
14921,Belarus,5785.67067254068,120.7921902,74.43644541,33.47310769,2017
14922,Belize,4945.85769867226,63.72026431,47.0826258,5.057894611,2017
14923,Bermuda,111820.581466347,103.0896604,98.37,36.17503846,2017
14924,Bolivia,3351.12434384125,97.94841441,43.83227607,3.394987249,2017
14925,Brazil,9928.67589653405,106.4644877,67.47128452,13.90912537,2017
14926,Barbados,17391.6689084614,115.1391179,81.76077839,31.21244305,2017
14927,Brunei Darussalam,28571.608291419,128.3313662,94.86669164,9.675998238,2017
14928,Bhutan,3286.59674376682,97.99614519,,2.240856909,2017
14929,Botswana,7296.09214157008,146.9601556,41.41379464,1.47087634,2017
14930,Central African Republic,450.900657858547,25.57404521,,0.013468166,2017
14931,Canada,45129.3564395662,86.28149306,92.70137191,37.90637316,2017
14932,Central Europe and the Baltics,14248.7481226245,123.0079993,73.40956731,24.4316379036349,2017
14933,Switzerland,83352.0886533412,131.1359393,89.68614767,46.31990051,2017
14934,Channel Islands,,,,,2017
14935,Chile,14998.8170563218,124.5944777,82.32748693,16.57996326,2017
14936,China,8816.98690451989,103.4384208,54.3,27.73989833,2017
14937,Cote d'Ivoire,2111.02655726645,129.9121104,43.83992085,0.584450845,2017
14938,Cameroon,1469.44749980724,81.96421137,23.20297197,1.556447382,2017
14939,"Congo, Dem. Rep.",467.07423172679,43.45919307,8.619904916,0.00122852,2017
14940,"Congo, Rep.",2169.99150353963,98.92979331,8.65,,2017
14941,Colombia,6376.70671552601,127.2136962,62.25988032,12.94429123,2017
14942,Comoros,1323.81484301294,57.6137866,8.478170295,0.201992402,2017
14943,Cabo Verde,3289.90220261281,113.909075,57.16214635,2.789405728,2017
14944,Costa Rica,12225.5744931403,178.5944273,71.58166462,15.031271,2017
14945,Caribbean small states,9800.96588647345,112.4449536,59.61657015,14.0020765637519,2017
14946,Cuba,8541.21368643707,40.68858498,57.14840432,0.295751378,2017
14947,Curacao,19457.5315232205,115.5478188,68.12721625,30.46229251,2017
14948,Cayman Islands,81513.1630224977,152.4975545,81.06769325,49.27581963,2017
14949,Cyprus,26608.8750916456,136.1722981,80.74318897,34.21499653,2017
14950,Czech Republic,20636.199952435,118.7512323,78.71917285,29.56565123,2017
14951,Germany,44542.2952040833,132.7148699,84.3941537,40.21768674,2017
14952,Djibouti,2914.35819688602,39.51407638,55.68140925,2.583309589,2017
14953,Dominica,7274.517730717,105.2786252,69.61966879,21.58330768,2017
14954,Denmark,57610.0981801135,124.5728833,97.09936216,43.81979996,2017
14955,Dominican Republic,7609.35327534023,83.41139781,67.57124533,7.805287573,2017
14956,Algeria,4109.69821695727,110.7672465,47.69105515,7.756293558,2017
14957,East Asia & Pacific (excluding high income),7131.63134907767,113.8756113,50.51329658,20.5377498949973,2017
14958,Early-demographic dividend,3473.4628607271,97.74057858,29.11766223,3.70831552862515,2017
14959,East Asia & Pacific,10442.859498698,115.9160593,54.67942557,21.8664135037003,2017
14960,Europe & Central Asia (excluding high income),8026.77331662083,126.7676134,66.21781353,17.1094957253574,2017
14961,Europe & Central Asia,23670.0797144695,124.3263282,74.52881666,27.0311469985408,2017
14962,Ecuador,6213.50312736888,87.28679711,,10.59617961,2017
14963,"Egypt, Arab Rep.",2444.29038718448,106.7559394,44.95020425,5.4269301,2017
14964,Euro area,37062.1403612769,122.6519794,79.64010814,36.0367828268092,2017
14965,Eritrea,,20.36395515,1.30890698,0.029300655,2017
14966,Spain,28100.5862419453,112.5612499,84.6022457,31.44484622,2017
14967,Estonia,20387.2831474612,144.3413244,88.10245687,32.47356733,2017
14968,Ethiopia,768.523015429372,37.2180717,18.61805145,0.059163576,2017
14969,European Union,33023.7909043105,122.491128,78.68381265,33.7702955047426,2017
14970,Fragile and conflict affected situations,1657.34092532114,66.33588957,22.77505021,1.47812866414812,2017
14971,Finland,46297.4963459994,129.9132285,87.46892907,31.02676267,2017
14972,Fiji,6101.02388950081,117.8305767,49.96637301,1.3829706,2017
14973,France,38685.2584944953,106.4394347,80.50245972,43.92180444,2017
14974,Faroe Islands,59993.0906266559,117.1484141,97.58195894,37.32800894,2017
14975,"Micronesia, Fed. Sts.",3289.64211697365,20.73767035,35.30405287,3.387792821,2017
14976,Gabon,7230.43491161979,128.9816609,50.32012015,0.724856319,2017
14977,United Kingdom,40857.7555829627,118.5404012,90.42455049,39.02955486,2017
14978,Georgia,4357.00093554628,137.2607838,59.7055046,19.47780786,2017
14979,Ghana,2074.29073272269,126.2016214,37.88415262,0.195079471,2017
14980,Gibraltar,,121.6644924,,51.50913188,2017
14981,Guinea,855.575270552124,96.95447755,11.40002077,0.009339119,2017
14982,"Gambia, The",679.75507172296,133.9723898,32.0,0.180677532,2017
14983,Guinea-Bissau,738.549944890782,78.4851311,18.0,0.046659319,2017
14984,Equatorial Guinea,9667.8578009346,44.85832828,,0.150316719,2017
14985,Greece,18536.1907178433,122.4009386,69.89297065,35.74706347,2017
14986,Grenada,10152.8328118872,102.0771326,59.07173536,20.05429587,2017
14987,Greenland,50765.6956477233,110.3379898,69.48246178,21.27441086,2017
14988,Guatemala,4454.04814983548,118.1585424,40.70304908,3.139231107,2017
14989,Guam,36601.9198811792,,80.50546556,,2017
14990,Guyana,6124.95366998759,82.97107151,37.32583679,8.370376486,2017
14991,High income,42754.5642201207,124.8612257,85.85396123,33.1741298029363,2017
14992,"Hong Kong SAR, China",46165.8565115953,251.7650057,89.41594465,36.380384,2017
14993,Honduras,2436.6716359867,87.32089987,32.13636364,2.52721043,2017
14994,Heavily indebted poor countries (HIPC),948.738998303874,66.11016406,17.74121756,0.409664041304837,2017
14995,Croatia,13629.289592247,103.1730226,67.09619204,26.19934174,2017
14996,Haiti,1369.06373395137,57.41806456,31.0,0.272254631,2017
14997,Hungary,14623.6966492311,102.2119005,76.75054712,30.38683232,2017
14998,IBRD only,6042.98149259716,107.9372405,45.01081732,13.0551762776893,2017
14999,IDA & IBRD total,4840.46533154969,99.4890519,38.94053819,10.1675715638021,2017
15000,IDA total,1268.08995349199,74.21633193,19.3500255,1.23912123452166,2017
15001,IDA blend,1723.16488620871,75.21983333,22.09735836,1.26880251379326,2017
15002,Indonesia,3837.57802362633,164.44059,32.33580625,2.348724875,2017
15003,IDA only,1037.68958680347,73.70781105,17.70222606,1.22350152395933,2017
15004,Isle of Man,83477.834285154,,,,2017
15005,India,1980.66701982802,87.31773719,18.2,1.333856253,2017
15006,Not classified,,,,,2017
15007,Ireland,69601.683881773,103.0630014,84.11400706,29.42806429,2017
